Entity,Code,Year,Homicides - sex: Total - age: Total,World regions according to OWID
Lithuania,LTU,2023,75,Europe
Luxembourg,LUX,1994,6,
Luxembourg,LUX,1995,2,
Luxembourg,LUX,1996,4,
Luxembourg,LUX,1997,4,
Luxembourg,LUX,1998,4,
Luxembourg,LUX,1999,6,
Luxembourg,LUX,2000,4,
Luxembourg,LUX,2001,9,
Luxembourg,LUX,2002,6,
Luxembourg,LUX,2003,3,
Luxembourg,LUX,2004,2,
Luxembourg,LUX,2005,4,
Luxembourg,LUX,2006,7,
Luxembourg,LUX,2007,7,
Luxembourg,LUX,2008,8,
Luxembourg,LUX,2009,5,
Luxembourg,LUX,2010,10,
Luxembourg,LUX,2011,4,
Luxembourg,LUX,2012,0,
Luxembourg,LUX,2013,1,
Luxembourg,LUX,2014,4,
Luxembourg,LUX,2015,5,
Luxembourg,LUX,2016,5,
Luxembourg,LUX,2017,2,
Luxembourg,LUX,2018,3,
Luxembourg,LUX,2019,4,
Luxembourg,LUX,2020,3,
Luxembourg,LUX,2021,4,
Luxembourg,LUX,2022,10,
Luxembourg,LUX,2023,,Europe
Macao,MAC,1991,12,
Macao,MAC,1992,3,
Macao,MAC,1993,12,
Macao,MAC,1994,13,
Macao,MAC,1995,8,
Macao,MAC,1996,17,
Macao,MAC,1997,30,
Macao,MAC,1998,24,
Macao,MAC,1999,37,
Macao,MAC,2000,10,
Macao,MAC,2001,8,
Macao,MAC,2002,2,
Macao,MAC,2003,8,
Macao,MAC,2004,4,
Macao,MAC,2005,4,
Macao,MAC,2006,10,
Macao,MAC,2007,6,
Macao,MAC,2008,4,
Macao,MAC,2009,5,
Macao,MAC,2010,2,
Macao,MAC,2011,4,
Macao,MAC,2012,4,
Macao,MAC,2013,1,
Macao,MAC,2014,1,
Macao,MAC,2015,1,
Macao,MAC,2016,1,
Macao,MAC,2017,2,
Macao,MAC,2018,2,
Macao,MAC,2019,2,
Macao,MAC,2020,2,
Macao,MAC,2021,3,
Macao,MAC,2022,2,
Macao,MAC,2023,4,Asia
Madagascar,MDG,2023,,Africa
Malawi,MWI,2000,700,
Malawi,MWI,2001,900,
Malawi,MWI,2002,567,
Malawi,MWI,2003,300,
Malawi,MWI,2004,411,
Malawi,MWI,2005,200,
Malawi,MWI,2006,821,
Malawi,MWI,2007,690,
Malawi,MWI,2008,780,
Malawi,MWI,2009,320,
Malawi,MWI,2010,520,
Malawi,MWI,2011,343,
Malawi,MWI,2012,279,
Malawi,MWI,2023,,Africa
Malaysia,MYS,1990,313,
Malaysia,MYS,1991,384,
Malaysia,MYS,1992,366,
Malaysia,MYS,1993,360,
Malaysia,MYS,1994,336,
Malaysia,MYS,1995,396,
Malaysia,MYS,1996,447,
Malaysia,MYS,1997,540,
Malaysia,MYS,1998,629,
Malaysia,MYS,1999,588,
Malaysia,MYS,2000,551,
Malaysia,MYS,2001,517,
Malaysia,MYS,2002,565,
Malaysia,MYS,2003,565,
Malaysia,MYS,2004,497,
Malaysia,MYS,2005,604,
Malaysia,MYS,2006,588,
Malaysia,MYS,2007,652,
Malaysia,MYS,2008,597,
Malaysia,MYS,2009,561,
Malaysia,MYS,2010,540,
Malaysia,MYS,2011,530,
Malaysia,MYS,2012,602,
Malaysia,MYS,2013,627,
Malaysia,MYS,2014,510,
Malaysia,MYS,2015,498,
Malaysia,MYS,2016,456,
Malaysia,MYS,2017,379,
Malaysia,MYS,2018,323,
Malaysia,MYS,2019,310,
Malaysia,MYS,2020,253,
Malaysia,MYS,2021,243,
Malaysia,MYS,2022,240,
Malaysia,MYS,2023,258,Asia
Maldives,MDV,1990,1,
Maldives,MDV,1995,2,
Maldives,MDV,1997,6,
Maldives,MDV,2001,7,
Maldives,MDV,2002,8,
Maldives,MDV,2007,3,
Maldives,MDV,2008,5,
Maldives,MDV,2009,6,
Maldives,MDV,2010,6,
Maldives,MDV,2011,3,
Maldives,MDV,2012,10,
Maldives,MDV,2013,3,
Maldives,MDV,2015,4,
Maldives,MDV,2019,3,
Maldives,MDV,2023,,Asia
Mali,MLI,2023,,Africa
Malta,MLT,1990,4,
Malta,MLT,1991,3,
Malta,MLT,1992,6,
Malta,MLT,1993,7,
Malta,MLT,1994,3,
Malta,MLT,1998,5,
Malta,MLT,1999,10,
Malta,MLT,2000,4,
Malta,MLT,2001,6,
Malta,MLT,2002,6,
Malta,MLT,2004,7,
Malta,MLT,2005,4,
Malta,MLT,2006,0,
Malta,MLT,2007,4,
Malta,MLT,2008,6,
Malta,MLT,2009,4,
Malta,MLT,2010,4,
Malta,MLT,2011,3,
Malta,MLT,2012,12,
Malta,MLT,2013,7,
Malta,MLT,2014,6,
Malta,MLT,2015,4,
Malta,MLT,2016,5,
Malta,MLT,2017,9,
Malta,MLT,2018,8,
Malta,MLT,2019,5,
Malta,MLT,2020,7,
Malta,MLT,2021,2,
Malta,MLT,2022,8,
Malta,MLT,2023,3,Europe
Marshall Islands,MHL,1991,5,
Marshall Islands,MHL,1992,2,
Marshall Islands,MHL,1994,2,
Marshall Islands,MHL,2023,,Oceania
Martinique,MTQ,2004,19,
Martinique,MTQ,2005,19,
Martinique,MTQ,2006,23,
Martinique,MTQ,2007,23,
Martinique,MTQ,2008,17,
Martinique,MTQ,2009,11,
Martinique,MTQ,2023,,North America
Mauritania,MRT,2018,53,
Mauritania,MRT,2019,48,
Mauritania,MRT,2020,46,
Mauritania,MRT,2023,,Africa
Mauritius,MUS,1990,20,
Mauritius,MUS,1991,29,
Mauritius,MUS,1992,31,
Mauritius,MUS,1993,21,
Mauritius,MUS,1994,27,
Mauritius,MUS,1995,25,
Mauritius,MUS,1996,34,
Mauritius,MUS,1997,24,
Mauritius,MUS,1998,31,
Mauritius,MUS,1999,23,
Mauritius,MUS,2000,26,
Mauritius,MUS,2009,38,
Mauritius,MUS,2010,33,
Mauritius,MUS,2011,32,
Mauritius,MUS,2012,28,
Mauritius,MUS,2013,35,
Mauritius,MUS,2014,19,
Mauritius,MUS,2015,21,
Mauritius,MUS,2016,21,
Mauritius,MUS,2017,33,
Mauritius,MUS,2018,37,
Mauritius,MUS,2019,27,
Mauritius,MUS,2020,35,
Mauritius,MUS,2021,34,
Mauritius,MUS,2022,29,
Mauritius,MUS,2023,,Africa
Mayotte,MYT,2007,27,
Mayotte,MYT,2008,5,
Mayotte,MYT,2009,12,
Mayotte,MYT,2023,,Africa
Melanesia (UN),,2000,514.5608,
Melanesia (UN),,2001,486.01898,
Melanesia (UN),,2002,520.37695,
Melanesia (UN),,2003,662.6674,
Melanesia (UN),,2004,658.7496,
Melanesia (UN),,2005,661.3413,
Melanesia (UN),,2006,664.479,
Melanesia (UN),,2007,580.5157,
Melanesia (UN),,2008,651.55414,
Melanesia (UN),,2009,754.9433,
Melanesia (UN),,2010,762.66956,
Melanesia (UN),,2011,764.17065,
Melanesia (UN),,2012,786.61475,
Melanesia (UN),,2013,807.82306,
Melanesia (UN),,2014,830.81525,
Melanesia (UN),,2015,858.53,
Melanesia (UN),,2016,868.9754,
Melanesia (UN),,2017,887.20374,
Melanesia (UN),,2018,912.24884,
Melanesia (UN),,2019,941.9494,
Melanesia (UN),,2020,957.7563,
Melanesia (UN),,2021,968.74554,
Melanesia (UN),,2022,1003.11115,
Melanesia (UN),,2023,1010.14246,
Mexico,MEX,1990,14493,
Mexico,MEX,1991,15128,
Mexico,MEX,1992,16594,
Mexico,MEX,1993,16040,
Mexico,MEX,1994,15839,
Mexico,MEX,1995,15612,
Mexico,MEX,1996,14505,
Mexico,MEX,1997,13552,
Mexico,MEX,1998,13656,
Mexico,MEX,1999,12249,
Mexico,MEX,2000,10737,
Mexico,MEX,2001,10285,
Mexico,MEX,2002,10088,
Mexico,MEX,2003,10087,
Mexico,MEX,2004,9329,
Mexico,MEX,2005,9921,
Mexico,MEX,2006,10452,
Mexico,MEX,2007,8867,
Mexico,MEX,2008,14006,
Mexico,MEX,2009,19803,
Mexico,MEX,2010,25757,
Mexico,MEX,2011,27213,
Mexico,MEX,2012,25967,
Mexico,MEX,2013,23063,
Mexico,MEX,2014,20010,
Mexico,MEX,2015,20762,
Mexico,MEX,2016,24559,
Mexico,MEX,2017,32079,
Mexico,MEX,2018,36685,
Mexico,MEX,2019,36661,
Mexico,MEX,2020,36773,
Mexico,MEX,2021,35700,
Mexico,MEX,2022,33287,
Mexico,MEX,2023,32252,North America
Micronesia (UN),,2000,13.232814,
Micronesia (UN),,2001,20.06112,
Micronesia (UN),,2002,14.636526,
Micronesia (UN),,2003,21.21301,
Micronesia (UN),,2004,22.377504,
Micronesia (UN),,2005,20.756334,
Micronesia (UN),,2006,25.110617,
Micronesia (UN),,2007,14.954628,
Micronesia (UN),,2008,15.557922,
Micronesia (UN),,2009,13.7514305,
Micronesia (UN),,2010,14.437139,
Micronesia (UN),,2011,22.373932,
Micronesia (UN),,2012,19.283184,
Micronesia (UN),,2013,19.374062,
Micronesia (UN),,2014,19.458141,
Micronesia (UN),,2015,19.554993,
Micronesia (UN),,2016,16.562998,
Micronesia (UN),,2017,16.563528,
Micronesia (UN),,2018,17.770933,
Micronesia (UN),,2019,21.972307,
Micronesia (UN),,2020,21.937643,
Micronesia (UN),,2021,19.64213,
Micronesia (UN),,2022,19.92552,
Micronesia (UN),,2023,19.97469,
Micronesia (country),FSM,2019,1,
Micronesia (country),FSM,2023,,Oceania
Moldova,MDA,1990,290,
Moldova,MDA,1991,290,
Moldova,MDA,1992,499,
Moldova,MDA,1993,387,
Moldova,MDA,1994,401,
Moldova,MDA,1995,402,
Moldova,MDA,1996,400,
Moldova,MDA,1997,414,
Moldova,MDA,1998,375,
Moldova,MDA,1999,391,
Moldova,MDA,2000,433,
Moldova,MDA,2001,411,
Moldova,MDA,2002,401,
Moldova,MDA,2003,319,
Moldova,MDA,2004,277,
Moldova,MDA,2005,296,
Moldova,MDA,2006,262,
Moldova,MDA,2007,217,
Moldova,MDA,2008,236,
Moldova,MDA,2009,246,
Moldova,MDA,2010,265,
Moldova,MDA,2011,216,
Moldova,MDA,2012,229,
Moldova,MDA,2013,229,
Moldova,MDA,2014,161,
Moldova,MDA,2015,189,
Moldova,MDA,2016,200,
Moldova,MDA,2017,141,
Moldova,MDA,2018,166,
Moldova,MDA,2019,121,
Moldova,MDA,2020,93,
Moldova,MDA,2021,66,
Moldova,MDA,2022,75,
Moldova,MDA,2023,78,Europe
Monaco,MCO,2001,1,
Monaco,MCO,2007,0,
Monaco,MCO,2008,0,
Monaco,MCO,2023,,Europe
Mongolia,MNG,2003,343,
Mongolia,MNG,2004,333,
Mongolia,MNG,2005,398,
Mongolia,MNG,2006,336,
Mongolia,MNG,2007,295,
Mongolia,MNG,2008,212,
Mongolia,MNG,2009,219,
Mongolia,MNG,2010,239,
Mongolia,MNG,2011,266,
Mongolia,MNG,2012,199,
Mongolia,MNG,2013,208,
Mongolia,MNG,2014,213,
Mongolia,MNG,2015,214,
Mongolia,MNG,2016,184,
Mongolia,MNG,2017,191,
Mongolia,MNG,2018,196,
Mongolia,MNG,2019,205,
Mongolia,MNG,2020,205,
Mongolia,MNG,2021,206,
Mongolia,MNG,2022,202,
Mongolia,MNG,2023,203,Asia
Mongolia,MNG,2024,196,
Montenegro,MNE,2002,27,
Montenegro,MNE,2007,12,
Montenegro,MNE,2008,24,
Montenegro,MNE,2009,21,
Montenegro,MNE,2010,15,
Montenegro,MNE,2011,21,
Montenegro,MNE,2012,17,
Montenegro,MNE,2013,10,
Montenegro,MNE,2014,20,
Montenegro,MNE,2015,17,
Montenegro,MNE,2016,28,
Montenegro,MNE,2017,15,
Montenegro,MNE,2018,14,
Montenegro,MNE,2019,23,
Montenegro,MNE,2020,18,
Montenegro,MNE,2021,15,
Montenegro,MNE,2022,16,
Montenegro,MNE,2023,5,Europe
Montserrat,MSR,1990,0,
Montserrat,MSR,1991,0,
Montserrat,MSR,1992,2,
Montserrat,MSR,1993,0,
Montserrat,MSR,1994,1,
Montserrat,MSR,1995,0,
Montserrat,MSR,1996,1,
Montserrat,MSR,1997,0,
Montserrat,MSR,1998,1,
Montserrat,MSR,1999,0,
Montserrat,MSR,2000,0,
Montserrat,MSR,2001,0,
Montserrat,MSR,2002,0,
Montserrat,MSR,2003,0,
Montserrat,MSR,2004,0,
Montserrat,MSR,2005,1,
Montserrat,MSR,2006,1,
Montserrat,MSR,2008,1,
Montserrat,MSR,2012,1,
Montserrat,MSR,2017,0,
Montserrat,MSR,2018,0,
Montserrat,MSR,2023,,North America
Morocco,MAR,1990,89,
Morocco,MAR,1991,124,
Morocco,MAR,1992,132,
Morocco,MAR,1993,148,
Morocco,MAR,1994,184,
Morocco,MAR,1997,732,
Morocco,MAR,1998,556,
Morocco,MAR,1999,540,
Morocco,MAR,2000,461,
Morocco,MAR,2001,543,
Morocco,MAR,2002,462,
Morocco,MAR,2003,510,
Morocco,MAR,2004,470,
Morocco,MAR,2005,469,
Morocco,MAR,2006,498,
Morocco,MAR,2007,517,
Morocco,MAR,2008,426,
Morocco,MAR,2009,432,
Morocco,MAR,2010,451,
Morocco,MAR,2011,441,
Morocco,MAR,2012,383,
Morocco,MAR,2013,429,
Morocco,MAR,2014,355,
Morocco,MAR,2015,431,
Morocco,MAR,2016,594,
Morocco,MAR,2017,761,
Morocco,MAR,2018,510,
Morocco,MAR,2019,1004,
Morocco,MAR,2020,1073,
Morocco,MAR,2021,716,
Morocco,MAR,2022,618,
Morocco,MAR,2023,643,Africa
Morocco,MAR,2024,635,
Mozambique,MOZ,2001,1100,
Mozambique,MOZ,2002,1040,
Mozambique,MOZ,2003,1044,
Mozambique,MOZ,2004,1130,
Mozambique,MOZ,2005,1089,
Mozambique,MOZ,2006,894,
Mozambique,MOZ,2007,849,
Mozambique,MOZ,2008,995,
Mozambique,MOZ,2009,823,
Mozambique,MOZ,2010,875,
Mozambique,MOZ,2011,849,
Mozambique,MOZ,2023,,Africa
Myanmar,MMR,1990,2046,
Myanmar,MMR,1995,1613,
Myanmar,MMR,2000,1041,
Myanmar,MMR,2001,916,
Myanmar,MMR,2002,814,
Myanmar,MMR,2003,764,
Myanmar,MMR,2004,743,
Myanmar,MMR,2005,676,
Myanmar,MMR,2006,777,
Myanmar,MMR,2007,749,
Myanmar,MMR,2008,791,
Myanmar,MMR,2009,879,
Myanmar,MMR,2010,801,
Myanmar,MMR,2011,1055,
Myanmar,MMR,2012,1436,
Myanmar,MMR,2013,1238,
Myanmar,MMR,2014,1230,
Myanmar,MMR,2015,1302,
Myanmar,MMR,2016,1339,
Myanmar,MMR,2017,1392,
Myanmar,MMR,2018,1452,
Myanmar,MMR,2019,1519,
Myanmar,MMR,2020,1571,
Myanmar,MMR,2021,15299,
Myanmar,MMR,2022,2098,
Myanmar,MMR,2023,1394,Asia
Namibia,NAM,1995,373,
Namibia,NAM,1996,353,
Namibia,NAM,1997,327,
Namibia,NAM,1998,407,
Namibia,NAM,1999,379,
Namibia,NAM,2000,380,
Namibia,NAM,2001,353,
Namibia,NAM,2002,346,
Namibia,NAM,2004,352,
Namibia,NAM,2008,354,
Namibia,NAM,2009,388,
Namibia,NAM,2010,314,
Namibia,NAM,2011,308,
Namibia,NAM,2012,388,
Namibia,NAM,2018,476,
Namibia,NAM,2019,319,
Namibia,NAM,2020,303,
Namibia,NAM,2021,315,
Namibia,NAM,2023,,Africa
Nauru,NRU,2023,,Oceania
Nepal,NPL,1990,354,
Nepal,NPL,1997,575,
Nepal,NPL,1998,650,
Nepal,NPL,1999,630,
Nepal,NPL,2000,635,
Nepal,NPL,2001,848,
Nepal,NPL,2002,858,
Nepal,NPL,2003,757,
Nepal,NPL,2004,936,
Nepal,NPL,2005,878,
Nepal,NPL,2006,610,
Nepal,NPL,2007,841,
Nepal,NPL,2008,892,
Nepal,NPL,2009,806,
Nepal,NPL,2010,813,
Nepal,NPL,2011,679,
Nepal,NPL,2012,642,
Nepal,NPL,2013,606,
Nepal,NPL,2014,558,
Nepal,NPL,2015,598,
Nepal,NPL,2016,617,
Nepal,NPL,2017,630,
Nepal,NPL,2018,659,
Nepal,NPL,2019,555,
Nepal,NPL,2020,617,
Nepal,NPL,2023,,Asia
Netherlands,NLD,1990,135,
Netherlands,NLD,1991,177,
Netherlands,NLD,1992,193,
Netherlands,NLD,1993,192,
Netherlands,NLD,1994,171,
Netherlands,NLD,1995,193,
Netherlands,NLD,1996,211,
Netherlands,NLD,1997,208,
Netherlands,NLD,1998,176,
Netherlands,NLD,1999,203,
Netherlands,NLD,2000,180,
Netherlands,NLD,2001,202,
Netherlands,NLD,2002,195,
Netherlands,NLD,2003,202,
Netherlands,NLD,2004,191,
Netherlands,NLD,2005,174,
Netherlands,NLD,2006,128,
Netherlands,NLD,2007,143,
Netherlands,NLD,2008,150,
Netherlands,NLD,2009,154,
Netherlands,NLD,2010,144,
Netherlands,NLD,2011,143,
Netherlands,NLD,2012,145,
Netherlands,NLD,2013,125,
Netherlands,NLD,2014,123,
Netherlands,NLD,2015,104,
Netherlands,NLD,2016,94,
Netherlands,NLD,2017,132,
Netherlands,NLD,2018,100,
Netherlands,NLD,2019,125,
Netherlands,NLD,2020,121,
Netherlands,NLD,2021,126,
Netherlands,NLD,2022,143,
Netherlands,NLD,2023,125,Europe
Netherlands Antilles,ANT,2023,,North America
New Caledonia,NCL,2006,8,
New Caledonia,NCL,2007,12,
New Caledonia,NCL,2008,11,
New Caledonia,NCL,2009,8,
New Caledonia,NCL,2023,,Oceania
New Zealand,NZL,1990,63.348064,
New Zealand,NZL,1991,53.60221,
New Zealand,NZL,1992,66.59669,
New Zealand,NZL,1993,41.41989,
New Zealand,NZL,1994,56.85083,
New Zealand,NZL,1995,39,
New Zealand,NZL,1996,48,
New Zealand,NZL,1997,60,
New Zealand,NZL,1998,49,
New Zealand,NZL,1999,45,
New Zealand,NZL,2000,52,
New Zealand,NZL,2001,51,
New Zealand,NZL,2002,60,
New Zealand,NZL,2003,44,
New Zealand,NZL,2004,45,
New Zealand,NZL,2005,61,
New Zealand,NZL,2006,49,
New Zealand,NZL,2007,48,
New Zealand,NZL,2008,51,
New Zealand,NZL,2009,67,
New Zealand,NZL,2010,43,
New Zealand,NZL,2011,39,
New Zealand,NZL,2012,41,
New Zealand,NZL,2013,46,
New Zealand,NZL,2014,43,
New Zealand,NZL,2015,48,
New Zealand,NZL,2016,50,
New Zealand,NZL,2017,35,
New Zealand,NZL,2018,55,
New Zealand,NZL,2019,114,
New Zealand,NZL,2020,52,
New Zealand,NZL,2021,59,
New Zealand,NZL,2022,75,
New Zealand,NZL,2023,,Oceania
Nicaragua,NIC,1990,672,
Nicaragua,NIC,1991,732,
Nicaragua,NIC,1992,826,
Nicaragua,NIC,1993,762,
Nicaragua,NIC,1994,725,
Nicaragua,NIC,1995,707,
Nicaragua,NIC,1996,662,
Nicaragua,NIC,1997,679,
Nicaragua,NIC,1998,639,
Nicaragua,NIC,1999,561,
Nicaragua,NIC,2000,476,
Nicaragua,NIC,2001,537,
Nicaragua,NIC,2002,554,
Nicaragua,NIC,2003,635,
Nicaragua,NIC,2004,646,
Nicaragua,NIC,2005,729,
Nicaragua,NIC,2006,722,
Nicaragua,NIC,2007,714,
Nicaragua,NIC,2008,736,
Nicaragua,NIC,2009,802,
Nicaragua,NIC,2010,785,
Nicaragua,NIC,2011,738,
Nicaragua,NIC,2012,673,
Nicaragua,NIC,2013,594,
Nicaragua,NIC,2014,525,
Nicaragua,NIC,2015,524,
Nicaragua,NIC,2016,453,
Nicaragua,NIC,2017,431,
Nicaragua,NIC,2018,682,
Nicaragua,NIC,2019,515,
Nicaragua,NIC,2021,754,
Nicaragua,NIC,2023,,North America
Niger,NER,2011,831,
Niger,NER,2012,788,
Niger,NER,2023,,Africa
Nigeria,NGA,2016,63400,
Nigeria,NGA,2019,44200,
Nigeria,NGA,2023,35884,Africa
Niue,NIU,2023,,Oceania
Norfolk Island,NFK,2023,,Oceania
North Korea,PRK,2023,,Asia
North Macedonia,MKD,1998,48,
North Macedonia,MKD,1999,38,
North Macedonia,MKD,2000,47,
North Macedonia,MKD,2001,55,
North Macedonia,MKD,2002,60,
North Macedonia,MKD,2003,70,
North Macedonia,MKD,2004,49,
North Macedonia,MKD,2006,46,
North Macedonia,MKD,2007,42,
North Macedonia,MKD,2008,35,
North Macedonia,MKD,2009,35,
North Macedonia,MKD,2010,43,
North Macedonia,MKD,2011,30,
North Macedonia,MKD,2012,29,
North Macedonia,MKD,2013,22,
North Macedonia,MKD,2014,35,
North Macedonia,MKD,2015,25,
North Macedonia,MKD,2016,19,
North Macedonia,MKD,2017,31,
North Macedonia,MKD,2018,25,
North Macedonia,MKD,2019,23,
North Macedonia,MKD,2020,11,
North Macedonia,MKD,2021,14,
North Macedonia,MKD,2022,18,
North Macedonia,MKD,2023,28,Europe
Northern Africa (UN),,2000,9870.772,
Northern Africa (UN),,2001,10120.032,
Northern Africa (UN),,2002,10278.8,
Northern Africa (UN),,2003,10248.122,
Northern Africa (UN),,2004,10051.699,
Northern Africa (UN),,2005,10399.677,
Northern Africa (UN),,2006,10685.297,
Northern Africa (UN),,2007,10864.413,
Northern Africa (UN),,2008,11254.462,
Northern Africa (UN),,2009,11299.982,
Northern Africa (UN),,2010,12253.331,
Northern Africa (UN),,2011,13210.342,
Northern Africa (UN),,2012,13137.57,
Northern Africa (UN),,2013,13779.455,
Northern Africa (UN),,2014,14496.66,
Northern Africa (UN),,2015,13729.24,
Northern Africa (UN),,2016,14083.144,
Northern Africa (UN),,2017,14337.7705,
Northern Africa (UN),,2018,14044.397,
Northern Africa (UN),,2019,14422.205,
Northern Africa (UN),,2020,14292.141,
Northern Africa (UN),,2021,14692.763,
Northern Africa (UN),,2022,14896.736,
Northern Africa (UN),,2023,14360.689,
Northern America (UN),,2000,16145,
Northern America (UN),,2001,19607,
Northern America (UN),,2002,16824,
Northern America (UN),,2003,17046.93,
Northern America (UN),,2004,17394.963,
Northern America (UN),,2005,17706.04,
Northern America (UN),,2006,17928,
Northern America (UN),,2007,17736,
Northern America (UN),,2008,17093,
Northern America (UN),,2009,16026,
Northern America (UN),,2010,15297.999,
Northern America (UN),,2011,15279.997,
Northern America (UN),,2012,15419.994,
Northern America (UN),,2013,14840.991,
Northern America (UN),,2014,14697.988,
Northern America (UN),,2015,16502.986,
Northern America (UN),,2016,18040.984,
Northern America (UN),,2017,17970.982,
Northern America (UN),,2018,17045.98,
Northern America (UN),,2019,17364.975,
Northern America (UN),,2020,22349.967,
Northern America (UN),,2021,23876.53,
Northern America (UN),,2022,23140.5,
Northern America (UN),,2023,20584.47,
Northern Europe (UN),,2000,2069.9343,
Northern Europe (UN),,2001,2074.6252,
Northern Europe (UN),,2002,2155.913,
Northern Europe (UN),,2003,1903.4971,
Northern Europe (UN),,2004,1983.749,
Northern Europe (UN),,2005,1838.9391,
Northern Europe (UN),,2006,1770.5891,
Northern Europe (UN),,2007,1791.8778,
Northern Europe (UN),,2008,1621.9181,
Northern Europe (UN),,2009,1483.3544,
Northern Europe (UN),,2010,1485.7708,
Northern Europe (UN),,2011,1399.9069,
Northern Europe (UN),,2012,1254.0515,
Northern Europe (UN),,2013,1229.0007,
Northern Europe (UN),,2014,1184.2097,
Northern Europe (UN),,2015,1222.323,
Northern Europe (UN),,2016,1332.098,
Northern Europe (UN),,2017,1316.279,
Northern Europe (UN),,2018,1257.641,
Northern Europe (UN),,2019,1265.3236,
Northern Europe (UN),,2020,1191.1603,
Northern Europe (UN),,2021,1191.8939,
Northern Europe (UN),,2022,1148.814,
Northern Europe (UN),,2023,1147.4596,
Northern Ireland,,1990,99.72856,
Northern Ireland,,1991,114,
Northern Ireland,,1992,108,
Northern Ireland,,1993,101,
Northern Ireland,,1994,83,
Northern Ireland,,1995,22,
Northern Ireland,,1996,35,
Northern Ireland,,1997,40,
Northern Ireland,,1998,75,
Northern Ireland,,1999,34,
Northern Ireland,,2000,45,
Northern Ireland,,2001,57,
Northern Ireland,,2002,38,
Northern Ireland,,2005,31,
Northern Ireland,,2006,30,
Northern Ireland,,2007,29,
Northern Ireland,,2008,24,
Northern Ireland,,2009,29,
Northern Ireland,,2010,23,
Northern Ireland,,2011,22,
Northern Ireland,,2012,21,
Northern Ireland,,2013,20,
Northern Ireland,,2014,17,
Northern Ireland,,2015,23,
Northern Ireland,,2016,19,
Northern Ireland,,2017,24,
Northern Ireland,,2018,23,
Northern Ireland,,2019,29,
Northern Ireland,,2020,21,
Northern Ireland,,2021,20,
Northern Ireland,,2022,27,
Northern Ireland,,2023,10,
Northern Mariana Islands,MNP,2023,,Oceania
Norway,NOR,1990,47,
Norway,NOR,1991,50,
Norway,NOR,1992,46,
Norway,NOR,1993,38,
Norway,NOR,1994,33,
Norway,NOR,1995,42,
Norway,NOR,1996,43,
Norway,NOR,1997,38,
Norway,NOR,1998,38,
Norway,NOR,1999,33,
Norway,NOR,2000,48,
Norway,NOR,2001,37,
Norway,NOR,2002,46,
Norway,NOR,2004,36,
Norway,NOR,2005,33,
Norway,NOR,2006,33,
Norway,NOR,2007,30,
Norway,NOR,2008,34,
Norway,NOR,2009,29,
Norway,NOR,2010,29,
Norway,NOR,2011,111,
Norway,NOR,2012,27,
Norway,NOR,2013,46,
Norway,NOR,2014,29,
Norway,NOR,2015,24,
Norway,NOR,2016,27,
Norway,NOR,2017,28,
Norway,NOR,2018,25,
Norway,NOR,2019,28,
Norway,NOR,2020,31,
Norway,NOR,2021,29,
Norway,NOR,2022,30,
Norway,NOR,2023,40,Europe
Oceania (UN),,2000,965.3351,
Oceania (UN),,2001,930.2545,
Oceania (UN),,2002,993.3586,
Oceania (UN),,2003,1058.3773,
Oceania (UN),,2004,1014.6978,
Oceania (UN),,2005,1031.7635,
Oceania (UN),,2006,1051.3507,
Oceania (UN),,2007,924.24603,
Oceania (UN),,2008,1012.043,
Oceania (UN),,2009,1126.7968,
Oceania (UN),,2010,1076.1917,
Oceania (UN),,2011,1096.3689,
Oceania (UN),,2012,1106.3951,
Oceania (UN),,2013,1133.5494,
Oceania (UN),,2014,1153.0859,
Oceania (UN),,2015,1181.3472,
Oceania (UN),,2016,1179.2213,
Oceania (UN),,2017,1171.8909,
Oceania (UN),,2018,1244.3787,
Oceania (UN),,2019,1319.1382,
Oceania (UN),,2020,1276.4207,
Oceania (UN),,2021,1275.1665,
Oceania (UN),,2022,1359.8364,
Oceania (UN),,2023,1341.504,
Oman,OMN,2002,28,
Oman,OMN,2003,35,
Oman,OMN,2004,42,
Oman,OMN,2005,53,
Oman,OMN,2006,121,
Oman,OMN,2007,37,
Oman,OMN,2008,47,
Oman,OMN,2009,37,
Oman,OMN,2010,48,
Oman,OMN,2011,34,
Oman,OMN,2012,39,
Oman,OMN,2013,97,
Oman,OMN,2014,12,
Oman,OMN,2015,16,
Oman,OMN,2016,16,
Oman,OMN,2017,17,
Oman,OMN,2018,13,
Oman,OMN,2019,23,
Oman,OMN,2020,14,
Oman,OMN,2021,11,
Oman,OMN,2022,12,
Oman,OMN,2023,7,Asia
Orange Free State,,2023,,Africa
Pakistan,PAK,1990,8209,
Pakistan,PAK,1996,9062,
Pakistan,PAK,1997,9304,
Pakistan,PAK,1998,10246,
Pakistan,PAK,1999,9332,
Pakistan,PAK,2000,8906,
Pakistan,PAK,2001,9593,
Pakistan,PAK,2002,9466,
Pakistan,PAK,2003,9346,
Pakistan,PAK,2004,9614,
Pakistan,PAK,2005,9782,
Pakistan,PAK,2006,10048,
Pakistan,PAK,2007,10556,
Pakistan,PAK,2008,12059,
Pakistan,PAK,2009,12491,
Pakistan,PAK,2010,13190,
Pakistan,PAK,2011,13860,
Pakistan,PAK,2012,13846,
Pakistan,PAK,2013,13937,
Pakistan,PAK,2014,13276,
Pakistan,PAK,2015,9486,
Pakistan,PAK,2016,8516,
